LATITUDE,LONGITUDE,avg_sand_pct,avg_clay_pct,soil_label,infiltration_rate_mm_hr,recommended_structure
20.75,76.25,25.2,48.3,Land,3.0,Recharge Shaft
20.75,76.5,28.28,41.62,Land,3.0,Recharge Shaft
20.75,76.75,24.92,42.68,Land,3.0,Recharge Shaft
20.75,77.0,26.0,41.78,Land,3.0,Recharge Shaft
20.75,77.25,26.07,42.69,Land,3.0,Recharge Shaft
20.75,77.5,24.54,42.97,Land,3.0,Recharge Shaft
20.75,77.75,24.87,42.77,Land,3.0,Recharge Shaft
20.75,78.25,22.07,45.12,Land,3.0,Recharge Shaft
20.75,78.5,22.78,44.37,Land,3.0,Recharge Shaft
20.75,79.0,19.23,46.3,Land,3.0,Recharge Shaft
20.75,79.25,19.32,46.25,Land,3.0,Recharge Shaft
20.75,79.5,19.33,44.12,Land,3.0,Recharge Shaft
20.75,79.75,19.37,40.8,Land,3.0,Recharge Shaft
20.75,80.0,24.57,40.23,Land,3.0,Recharge Shaft
20.75,80.25,24.56,39.49,Land,3.0,Recharge Shaft
20.75,80.5,24.62,44.42,Land,3.0,Recharge Shaft
20.75,80.75,25.61,42.77,Land,3.0,Recharge Shaft
20.75,81.0,29.38,38.77,Land,3.0,Recharge Shaft
20.75,81.25,27.42,40.2,Land,3.0,Recharge Shaft
20.75,81.5,36.95,33.25,Land,15.0,Recharge Trench
20.75,81.75,31.42,38.03,Land,3.0,Recharge Shaft
20.75,82.0,32.56,37.58,Land,3.0,Recharge Shaft
20.75,82.25,28.84,37.58,Land,3.0,Recharge Shaft
20.75,82.5,27.82,40.28,Land,3.0,Recharge Shaft
20.75,82.75,26.13,37.18,Land,3.0,Recharge Shaft
20.75,83.0,27.62,37.85,Land,3.0,Recharge Shaft
20.75,83.25,29.59,36.48,Land,3.0,Recharge Shaft
20.75,83.5,30.57,33.9,Land,15.0,Recharge Trench
20.75,83.75,33.4,34.2,Land,15.0,Recharge Trench
20.75,84.0,29.17,33.47,Land,15.0,Recharge Trench
20.75,84.25,39.63,32.15,Land,15.0,Recharge Trench
20.75,84.5,37.83,32.73,Land,15.0,Recharge Trench
20.75,84.75,40.03,30.67,Land,15.0,Recharge Trench
20.75,85.0,46.27,29.47,Land,15.0,Recharge Trench
20.75,85.25,42.58,30.44,Land,15.0,Recharge Trench
20.75,85.5,37.28,32.23,Land,15.0,Recharge Trench
20.75,86.25,25.23,41.23,Land,3.0,Recharge Shaft
20.75,86.5,21.7,37.8,Land,3.0,Recharge Shaft
20.75,86.75,15.97,35.6,Land,3.0,Recharge Shaft
20.75,87.0,17.93,31.6,Land,15.0,Recharge Trench
21.0,70.5,39.6,27.69,Land,15.0,Recharge Trench
21.0,70.75,38.38,28.85,Land,15.0,Recharge Trench
21.0,71.0,36.58,30.65,Land,15.0,Recharge Trench
21.0,71.25,32.8,35.53,Land,3.0,Recharge Shaft
21.0,71.5,31.53,32.6,Land,15.0,Recharge Trench
21.0,72.75,28.67,40.7,Land,3.0,Recharge Shaft
21.0,73.25,39.77,35.83,Land,3.0,Recharge Shaft
21.0,73.5,37.5,36.53,Land,3.0,Recharge Shaft
21.0,73.75,26.47,43.7,Land,3.0,Recharge Shaft
21.0,74.0,24.83,44.83,Land,3.0,Recharge Shaft
21.0,74.25,27.32,41.67,Land,3.0,Recharge Shaft
21.0,74.5,30.14,39.47,Land,3.0,Recharge Shaft
21.0,74.75,31.66,37.18,Land,3.0,Recharge Shaft
21.0,75.0,31.15,38.25,Land,3.0,Recharge Shaft
21.0,75.25,33.0,38.53,Land,3.0,Recharge Shaft
21.0,75.5,29.63,38.37,Land,3.0,Recharge Shaft
21.0,75.75,30.38,39.52,Land,3.0,Recharge Shaft
21.0,76.0,28.96,41.22,Land,3.0,Recharge Shaft
21.0,76.25,25.19,43.17,Land,3.0,Recharge Shaft
21.0,76.5,26.2,42.73,Land,3.0,Recharge Shaft
21.0,76.75,27.78,43.77,Land,3.0,Recharge Shaft
21.0,77.0,26.38,42.48,Land,3.0,Recharge Shaft
21.0,77.25,25.7,39.68,Land,3.0,Recharge Shaft
21.0,77.5,24.22,44.97,Land,3.0,Recharge Shaft
21.0,77.75,22.63,44.87,Land,3.0,Recharge Shaft
21.0,78.0,21.23,44.5,Land,3.0,Recharge Shaft
21.0,78.25,19.5,46.25,Land,3.0,Recharge Shaft
21.0,78.5,18.22,43.97,Land,3.0,Recharge Shaft
21.0,78.75,16.93,42.6,Land,3.0,Recharge Shaft
21.0,79.0,17.73,46.15,Land,3.0,Recharge Shaft
21.0,79.25,17.18,46.57,Land,3.0,Recharge Shaft
21.0,79.5,14.77,43.43,Land,3.0,Recharge Shaft
21.0,79.75,18.67,42.37,Land,3.0,Recharge Shaft
21.0,80.0,20.21,40.23,Land,3.0,Recharge Shaft
21.0,80.25,21.88,39.18,Land,3.0,Recharge Shaft
21.0,80.5,22.8,45.01,Land,3.0,Recharge Shaft
21.0,80.75,24.24,42.62,Land,3.0,Recharge Shaft
21.0,81.0,25.37,40.45,Land,3.0,Recharge Shaft
21.0,81.25,26.23,41.13,Land,3.0,Recharge Shaft
21.0,81.5,29.3,38.97,Land,3.0,Recharge Shaft
21.0,81.75,23.62,40.65,Land,3.0,Recharge Shaft
21.0,82.0,31.27,33.53,Land,15.0,Recharge Trench
21.0,82.25,30.23,39.8,Land,3.0,Recharge Shaft
21.0,82.5,22.53,42.9,Land,3.0,Recharge Shaft
21.0,82.75,24.37,38.28,Land,3.0,Recharge Shaft
21.0,83.0,28.07,34.97,Land,15.0,Recharge Trench
21.0,83.25,26.69,37.01,Land,3.0,Recharge Shaft
21.0,83.5,25.8,36.04,Land,3.0,Recharge Shaft
21.0,83.75,27.93,34.27,Land,15.0,Recharge Trench
21.0,84.0,27.66,35.94,Land,3.0,Recharge Shaft
21.0,84.25,29.23,36.38,Land,3.0,Recharge Shaft
21.0,84.5,34.82,33.43,Land,15.0,Recharge Trench
21.0,84.75,40.03,33.44,Land,15.0,Recharge Trench
21.0,85.0,43.28,31.92,Land,15.0,Recharge Trench
21.0,85.25,39.78,32.5,Land,15.0,Recharge Trench
21.0,85.5,37.45,31.11,Land,15.0,Recharge Trench
21.0,85.75,37.3,31.95,Land,15.0,Recharge Trench
21.0,86.0,30.7,37.3,Land,3.0,Recharge Shaft
21.0,86.25,25.28,41.37,Land,3.0,Recharge Shaft
21.0,86.5,20.6,41.8,Land,3.0,Recharge Shaft
21.0,86.75,16.27,40.83,Land,3.0,Recharge Shaft
21.25,69.75,0.0,0.0,Water Body,0.0,None
21.25,70.0,34.68,25.53,Land,15.0,Recharge Trench
21.25,70.25,38.37,25.27,Land,15.0,Recharge Trench
21.25,70.5,39.43,24.97,Land,15.0,Recharge Trench
21.25,70.75,42.88,22.7,Land,15.0,Recharge Trench
21.25,71.25,33.27,29.5,Land,15.0,Recharge Trench
21.25,71.5,36.77,28.33,Land,15.0,Recharge Trench
21.25,71.75,36.61,29.21,Land,15.0,Recharge Trench
21.25,72.0,36.59,31.59,Land,15.0,Recharge Trench
21.25,72.5,0.0,0.0,Water Body,0.0,None
21.25,72.75,29.98,37.62,Land,3.0,Recharge Shaft
21.25,73.0,35.32,36.19,Land,3.0,Recharge Shaft
21.25,73.25,32.88,36.87,Land,3.0,Recharge Shaft
21.25,73.5,35.13,36.8,Land,3.0,Recharge Shaft
21.25,73.75,30.91,35.6,Land,3.0,Recharge Shaft
21.25,74.0,27.84,38.46,Land,3.0,Recharge Shaft
21.25,74.25,31.47,39.2,Land,3.0,Recharge Shaft
21.25,74.75,29.92,37.32,Land,3.0,Recharge Shaft
21.25,75.0,28.4,38.55,Land,3.0,Recharge Shaft
21.25,75.25,29.63,39.1,Land,3.0,Recharge Shaft
21.25,75.5,27.1,43.32,Land,3.0,Recharge Shaft
21.25,75.75,34.43,37.7,Land,3.0,Recharge Shaft
21.25,76.0,27.48,40.85,Land,3.0,Recharge Shaft
21.25,76.25,30.81,40.36,Land,3.0,Recharge Shaft
21.25,76.5,32.73,38.63,Land,3.0,Recharge Shaft
21.25,76.75,28.03,45.82,Land,3.0,Recharge Shaft
21.25,77.0,22.01,44.66,Land,3.0,Recharge Shaft
21.25,77.25,20.54,47.08,Land,3.0,Recharge Shaft
21.25,77.75,22.38,45.66,Land,3.0,Recharge Shaft
21.25,78.0,21.2,44.95,Land,3.0,Recharge Shaft
21.25,78.25,15.47,52.17,Land,3.0,Recharge Shaft
21.25,78.5,17.7,45.43,Land,3.0,Recharge Shaft
21.25,78.75,16.99,44.41,Land,3.0,Recharge Shaft
21.25,79.0,12.9,46.6,Land,3.0,Recharge Shaft
21.25,79.5,13.18,42.48,Land,3.0,Recharge Shaft
21.25,79.75,15.72,40.06,Land,3.0,Recharge Shaft
21.25,80.0,18.4,41.28,Land,3.0,Recharge Shaft
21.25,80.25,17.88,43.29,Land,3.0,Recharge Shaft
21.25,80.75,23.13,44.33,Land,3.0,Recharge Shaft
21.25,81.0,21.44,40.36,Land,3.0,Recharge Shaft
21.25,81.25,23.38,41.57,Land,3.0,Recharge Shaft
21.25,81.5,24.55,42.7,Land,3.0,Recharge Shaft
21.25,81.75,23.98,40.1,Land,3.0,Recharge Shaft
21.25,82.0,24.29,38.44,Land,3.0,Recharge Shaft
21.25,82.25,24.43,37.01,Land,3.0,Recharge Shaft
21.25,82.5,21.24,39.41,Land,3.0,Recharge Shaft
21.25,82.75,22.95,37.98,Land,3.0,Recharge Shaft
21.25,83.0,22.47,39.9,Land,3.0,Recharge Shaft
21.25,83.25,21.87,40.23,Land,3.0,Recharge Shaft
21.25,83.75,24.43,36.18,Land,3.0,Recharge Shaft
21.25,84.0,26.44,34.76,Land,15.0,Recharge Trench
21.25,84.25,32.63,32.86,Land,15.0,Recharge Trench
21.25,84.5,38.87,31.17,Land,15.0,Recharge Trench
21.25,85.0,36.74,34.6,Land,15.0,Recharge Trench
21.25,85.25,36.1,33.93,Land,15.0,Recharge Trench
21.25,85.5,36.57,31.73,Land,15.0,Recharge Trench
21.25,85.75,35.52,32.13,Land,15.0,Recharge Trench
21.25,86.25,30.07,37.72,Land,3.0,Recharge Shaft
21.25,86.75,31.5,38.27,Land,3.0,Recharge Shaft
21.5,69.5,0.0,0.0,Water Body,0.0,None
21.5,69.75,37.37,24.77,Land,15.0,Recharge Trench
21.5,70.0,36.51,24.32,Land,15.0,Recharge Trench
21.5,70.25,37.52,23.76,Land,15.0,Recharge Trench
21.5,70.5,37.83,30.27,Land,15.0,Recharge Trench
21.5,70.75,33.57,31.03,Land,15.0,Recharge Trench
21.5,71.0,39.77,29.03,Land,15.0,Recharge Trench
21.5,71.25,38.73,25.97,Land,15.0,Recharge Trench
21.5,71.5,38.42,22.23,Land,15.0,Recharge Trench
21.5,72.0,41.3,28.47,Land,15.0,Recharge Trench
21.5,72.5,0.0,0.0,Water Body,0.0,None
21.5,72.75,28.47,41.8,Land,3.0,Recharge Shaft
21.5,73.0,33.93,37.58,Land,3.0,Recharge Shaft
21.5,73.25,31.98,37.72,Land,3.0,Recharge Shaft
21.5,73.5,32.4,39.4,Land,3.0,Recharge Shaft
21.5,73.75,33.33,38.07,Land,3.0,Recharge Shaft
21.5,74.0,29.22,38.22,Land,3.0,Recharge Shaft
21.5,74.25,27.7,37.97,Land,3.0,Recharge Shaft
21.5,74.5,28.74,37.04,Land,3.0,Recharge Shaft
21.5,74.75,28.8,39.41,Land,3.0,Recharge Shaft
21.5,75.0,25.61,45.2,Land,3.0,Recharge Shaft
21.5,75.25,23.1,48.42,Land,3.0,Recharge Shaft
21.5,75.5,27.73,43.03,Land,3.0,Recharge Shaft
21.5,75.75,26.02,45.32,Land,3.0,Recharge Shaft
21.5,76.0,31.07,42.97,Land,3.0,Recharge Shaft
21.5,76.25,30.91,41.03,Land,3.0,Recharge Shaft
21.5,76.5,25.97,41.23,Land,3.0,Recharge Shaft
21.5,76.75,23.73,45.32,Land,3.0,Recharge Shaft
21.5,77.0,23.52,46.33,Land,3.0,Recharge Shaft
21.5,77.25,17.73,44.57,Land,3.0,Recharge Shaft
21.5,77.5,18.97,49.27,Land,3.0,Recharge Shaft
21.5,77.75,16.5,43.4,Land,3.0,Recharge Shaft
21.5,78.5,17.47,47.33,Land,3.0,Recharge Shaft
21.5,78.75,11.5,47.17,Land,3.0,Recharge Shaft
21.5,79.25,15.1,44.88,Land,3.0,Recharge Shaft
21.5,79.75,14.08,41.22,Land,3.0,Recharge Shaft
21.5,80.25,16.67,41.1,Land,3.0,Recharge Shaft
21.5,80.5,19.2,44.23,Land,3.0,Recharge Shaft
21.5,82.0,22.8,40.4,Land,3.0,Recharge Shaft
21.5,82.5,18.8,44.72,Land,3.0,Recharge Shaft
21.5,82.75,19.0,40.77,Land,3.0,Recharge Shaft
21.5,83.75,23.33,38.33,Land,3.0,Recharge Shaft
21.5,84.0,25.97,35.2,Land,3.0,Recharge Shaft
21.5,84.25,28.93,36.67,Land,3.0,Recharge Shaft
21.5,84.5,33.97,38.7,Land,3.0,Recharge Shaft
21.5,84.75,34.22,37.06,Land,3.0,Recharge Shaft
21.5,85.75,34.37,35.68,Land,3.0,Recharge Shaft
21.5,86.0,33.47,34.57,Land,15.0,Recharge Trench
21.5,86.25,34.19,31.81,Land,15.0,Recharge Trench
21.5,86.5,30.7,39.35,Land,3.0,Recharge Shaft
21.5,87.0,26.33,39.93,Land,3.0,Recharge Shaft
21.75,69.5,38.8,22.43,Land,15.0,Recharge Trench
21.75,69.75,43.95,23.78,Land,15.0,Recharge Trench
21.75,70.0,41.61,22.18,Land,15.0,Recharge Trench
21.75,70.25,44.13,22.7,Land,15.0,Recharge Trench
21.75,70.5,37.5,26.83,Land,15.0,Recharge Trench
21.75,70.75,38.46,28.78,Land,15.0,Recharge Trench
21.75,71.0,39.33,29.72,Land,15.0,Recharge Trench
21.75,71.25,40.27,29.13,Land,15.0,Recharge Trench
21.75,71.5,42.44,22.14,Land,15.0,Recharge Trench
21.75,71.75,41.19,24.6,Land,15.0,Recharge Trench
21.75,72.0,43.47,23.69,Land,15.0,Recharge Trench
21.75,72.5,29.6,37.87,Land,3.0,Recharge Shaft
21.75,72.75,28.67,39.08,Land,3.0,Recharge Shaft
21.75,73.0,30.55,38.33,Land,3.0,Recharge Shaft
21.75,73.25,33.27,37.95,Land,3.0,Recharge Shaft
21.75,73.5,33.42,37.66,Land,3.0,Recharge Shaft
21.75,73.75,24.02,44.93,Land,3.0,Recharge Shaft
21.75,74.0,26.57,44.03,Land,3.0,Recharge Shaft
21.75,74.25,26.95,44.2,Land,3.0,Recharge Shaft
21.75,74.5,28.81,43.46,Land,3.0,Recharge Shaft
21.75,74.75,25.23,43.95,Land,3.0,Recharge Shaft
21.75,75.0,26.65,42.42,Land,3.0,Recharge Shaft
21.75,75.25,28.63,40.82,Land,3.0,Recharge Shaft
21.75,75.5,21.6,50.67,Land,3.0,Recharge Shaft
21.75,75.75,37.88,36.31,Land,3.0,Recharge Shaft
21.75,76.0,38.23,38.78,Land,3.0,Recharge Shaft
21.75,76.25,34.48,37.29,Land,3.0,Recharge Shaft
21.75,76.5,29.9,38.1,Land,3.0,Recharge Shaft
21.75,76.75,27.68,40.8,Land,3.0,Recharge Shaft
21.75,77.0,20.9,44.26,Land,3.0,Recharge Shaft
21.75,77.5,17.1,48.92,Land,3.0,Recharge Shaft
21.75,77.75,19.82,46.9,Land,3.0,Recharge Shaft
21.75,78.0,18.71,44.35,Land,3.0,Recharge Shaft
21.75,78.25,21.71,45.31,Land,3.0,Recharge Shaft
21.75,78.5,14.73,45.87,Land,3.0,Recharge Shaft
21.75,78.75,15.72,48.1,Land,3.0,Recharge Shaft
21.75,79.0,14.94,44.96,Land,3.0,Recharge Shaft
21.75,79.25,13.52,43.8,Land,3.0,Recharge Shaft
21.75,79.5,12.25,42.98,Land,3.0,Recharge Shaft
21.75,79.75,15.7,43.77,Land,3.0,Recharge Shaft
21.75,80.0,17.63,49.9,Land,3.0,Recharge Shaft
21.75,80.25,18.87,45.77,Land,3.0,Recharge Shaft
21.75,80.5,20.53,43.72,Land,3.0,Recharge Shaft
21.75,80.75,19.18,44.08,Land,3.0,Recharge Shaft
21.75,81.0,17.2,45.93,Land,3.0,Recharge Shaft
21.75,81.25,21.39,41.41,Land,3.0,Recharge Shaft
21.75,81.5,19.73,41.03,Land,3.0,Recharge Shaft
21.75,81.75,18.86,38.98,Land,3.0,Recharge Shaft
21.75,82.0,19.45,35.82,Land,3.0,Recharge Shaft
21.75,82.25,21.67,40.67,Land,3.0,Recharge Shaft
21.75,82.5,19.63,40.92,Land,3.0,Recharge Shaft
21.75,83.0,19.9,43.03,Land,3.0,Recharge Shaft
21.75,83.25,18.39,41.12,Land,3.0,Recharge Shaft
21.75,83.5,21.27,40.46,Land,3.0,Recharge Shaft
21.75,83.75,22.44,39.68,Land,3.0,Recharge Shaft
21.75,84.0,23.83,38.98,Land,3.0,Recharge Shaft
21.75,84.25,28.1,37.67,Land,3.0,Recharge Shaft
21.75,84.5,31.55,34.32,Land,15.0,Recharge Trench
21.75,84.75,31.84,38.48,Land,3.0,Recharge Shaft
21.75,85.0,33.43,35.74,Land,3.0,Recharge Shaft
21.75,85.25,31.95,36.42,Land,3.0,Recharge Shaft
21.75,85.5,34.48,35.6,Land,3.0,Recharge Shaft
21.75,85.75,34.51,37.41,Land,3.0,Recharge Shaft
21.75,86.0,31.6,36.23,Land,3.0,Recharge Shaft
21.75,86.25,32.83,30.24,Land,15.0,Recharge Trench
21.75,86.5,32.2,33.63,Land,15.0,Recharge Trench
21.75,86.75,34.9,33.2,Land,15.0,Recharge Trench
21.75,87.0,31.15,35.12,Land,3.0,Recharge Shaft
21.75,87.25,17.97,40.9,Land,3.0,Recharge Shaft
21.75,87.5,14.87,37.39,Land,3.0,Recharge Shaft
21.75,87.75,15.55,34.05,Land,15.0,Recharge Trench
21.75,88.5,8.53,38.13,Land,3.0,Recharge Shaft
21.75,89.0,9.8,37.27,Land,3.0,Recharge Shaft
22.0,69.25,45.43,26.03,Land,15.0,Recharge Trench
22.0,69.5,50.3,21.83,Land,15.0,Recharge Trench
22.0,69.75,44.83,22.85,Land,15.0,Recharge Trench
22.0,70.0,44.44,23.1,Land,15.0,Recharge Trench
22.0,70.25,45.18,25.6,Land,15.0,Recharge Trench
22.0,70.5,41.5,25.48,Land,15.0,Recharge Trench
22.0,70.75,40.52,28.72,Land,15.0,Recharge Trench
22.0,71.0,38.75,31.32,Land,15.0,Recharge Trench
22.0,71.5,40.03,28.27,Land,15.0,Recharge Trench
22.0,71.75,40.63,24.03,Land,15.0,Recharge Trench
22.0,72.0,38.87,23.7,Land,15.0,Recharge Trench
22.0,72.75,35.4,27.52,Land,15.0,Recharge Trench
22.0,73.0,30.43,34.67,Land,15.0,Recharge Trench
22.0,73.25,31.44,33.41,Land,15.0,Recharge Trench
22.0,73.5,30.17,39.12,Land,3.0,Recharge Shaft
22.0,73.75,28.5,39.9,Land,3.0,Recharge Shaft
22.0,74.0,30.27,38.13,Land,3.0,Recharge Shaft
22.0,74.25,29.63,41.03,Land,3.0,Recharge Shaft
22.0,74.5,30.28,40.7,Land,3.0,Recharge Shaft
22.0,74.75,31.6,38.97,Land,3.0,Recharge Shaft
22.0,75.25,32.37,39.35,Land,3.0,Recharge Shaft
22.0,75.5,35.43,37.37,Land,3.0,Recharge Shaft
22.0,75.75,37.7,31.87,Land,15.0,Recharge Trench
22.0,76.0,54.83,34.37,Land,15.0,Recharge Trench
22.0,76.5,26.2,37.13,Land,3.0,Recharge Shaft
22.0,76.75,28.59,38.11,Land,3.0,Recharge Shaft
22.0,77.0,24.29,41.54,Land,3.0,Recharge Shaft
22.0,77.25,18.97,49.13,Land,3.0,Recharge Shaft
22.0,77.5,18.8,48.7,Land,3.0,Recharge Shaft
22.0,77.75,18.76,48.62,Land,3.0,Recharge Shaft
22.0,78.0,18.72,49.2,Land,3.0,Recharge Shaft
22.0,78.25,18.97,47.67,Land,3.0,Recharge Shaft
22.0,78.5,19.57,46.37,Land,3.0,Recharge Shaft
22.0,78.75,18.38,45.32,Land,3.0,Recharge Shaft
22.0,79.0,18.24,45.93,Land,3.0,Recharge Shaft
22.0,79.25,16.53,44.2,Land,3.0,Recharge Shaft
22.0,79.5,14.9,39.95,Land,3.0,Recharge Shaft
22.0,79.75,15.66,40.34,Land,3.0,Recharge Shaft
22.0,80.0,17.17,43.57,Land,3.0,Recharge Shaft
22.0,80.25,18.83,43.89,Land,3.0,Recharge Shaft
22.0,80.5,17.77,44.13,Land,3.0,Recharge Shaft
22.0,80.75,15.92,46.37,Land,3.0,Recharge Shaft
22.0,81.0,18.13,43.93,Land,3.0,Recharge Shaft
22.0,81.25,17.84,41.4,Land,3.0,Recharge Shaft
22.0,81.5,17.88,42.31,Land,3.0,Recharge Shaft
22.0,81.75,17.65,41.84,Land,3.0,Recharge Shaft
22.0,82.0,18.07,37.43,Land,3.0,Recharge Shaft
22.0,82.5,18.98,42.03,Land,3.0,Recharge Shaft
22.0,82.75,20.7,42.15,Land,3.0,Recharge Shaft
22.0,83.0,20.43,39.43,Land,3.0,Recharge Shaft
22.0,83.25,17.83,44.13,Land,3.0,Recharge Shaft
22.0,83.5,19.6,44.53,Land,3.0,Recharge Shaft
22.0,83.75,22.85,37.8,Land,3.0,Recharge Shaft
22.0,84.0,24.17,38.03,Land,3.0,Recharge Shaft
22.0,84.25,25.12,35.93,Land,3.0,Recharge Shaft
22.0,84.75,32.33,35.83,Land,3.0,Recharge Shaft
22.0,85.0,32.5,37.17,Land,3.0,Recharge Shaft
22.0,85.25,33.93,36.45,Land,3.0,Recharge Shaft
22.0,85.5,34.65,37.48,Land,3.0,Recharge Shaft
22.0,85.75,33.27,37.85,Land,3.0,Recharge Shaft
22.0,86.0,34.43,34.37,Land,15.0,Recharge Trench
22.0,86.25,37.0,35.93,Land,3.0,Recharge Shaft
22.0,86.5,35.79,30.12,Land,15.0,Recharge Trench
22.0,86.75,36.41,34.24,Land,15.0,Recharge Trench
22.0,87.0,30.17,37.77,Land,3.0,Recharge Shaft
22.0,87.25,25.78,39.71,Land,3.0,Recharge Shaft
22.0,87.5,17.07,42.13,Land,3.0,Recharge Shaft
22.0,87.75,7.85,38.72,Land,3.0,Recharge Shaft
22.0,88.0,5.66,37.11,Land,3.0,Recharge Shaft
22.0,88.25,3.23,31.25,Land,15.0,Recharge Trench
22.0,88.5,5.04,34.56,Land,15.0,Recharge Trench
22.0,88.75,7.8,34.55,Land,15.0,Recharge Trench
22.0,89.0,11.36,39.04,Land,3.0,Recharge Shaft
22.0,93.0,35.98,28.51,Land,15.0,Recharge Trench
22.25,68.75,0.0,0.0,Water Body,0.0,None
22.25,69.0,39.4,25.02,Land,15.0,Recharge Trench
22.25,69.25,38.33,25.07,Land,15.0,Recharge Trench
22.25,69.5,51.7,21.97,Land,15.0,Recharge Trench
22.25,69.75,44.97,24.53,Land,15.0,Recharge Trench
22.25,70.0,45.1,21.03,Land,15.0,Recharge Trench
22.25,70.25,41.55,28.78,Land,15.0,Recharge Trench
22.25,71.0,40.46,30.07,Land,15.0,Recharge Trench
22.25,71.25,42.93,28.97,Land,15.0,Recharge Trench
22.25,71.5,41.56,29.89,Land,15.0,Recharge Trench
22.25,71.75,42.63,24.2,Land,15.0,Recharge Trench
22.25,72.0,36.83,24.3,Land,15.0,Recharge Trench
22.25,72.25,37.13,25.0,Land,15.0,Recharge Trench
22.25,72.75,35.47,26.22,Land,15.0,Recharge Trench
22.25,73.0,36.77,24.77,Land,15.0,Recharge Trench
22.25,73.25,36.64,28.83,Land,15.0,Recharge Trench
22.25,73.5,28.93,39.4,Land,3.0,Recharge Shaft
22.25,73.75,28.83,35.73,Land,3.0,Recharge Shaft
22.25,74.25,32.63,35.22,Land,3.0,Recharge Shaft
22.25,74.5,31.06,37.71,Land,3.0,Recharge Shaft
22.25,74.75,29.74,38.19,Land,3.0,Recharge Shaft
22.25,75.0,27.11,37.34,Land,3.0,Recharge Shaft
22.25,75.25,26.05,40.6,Land,3.0,Recharge Shaft
22.25,75.5,28.82,38.83,Land,3.0,Recharge Shaft
22.25,75.75,32.4,34.93,Land,15.0,Recharge Trench
22.25,76.0,34.87,31.22,Land,15.0,Recharge Trench
22.25,76.25,32.73,36.22,Land,3.0,Recharge Shaft
22.25,76.5,28.53,36.27,Land,3.0,Recharge Shaft
22.25,76.75,25.81,36.58,Land,3.0,Recharge Shaft
22.25,77.25,20.02,42.63,Land,3.0,Recharge Shaft
22.25,77.5,22.15,42.73,Land,3.0,Recharge Shaft
22.25,77.75,21.63,47.45,Land,3.0,Recharge Shaft
22.25,78.0,20.4,46.3,Land,3.0,Recharge Shaft
22.25,78.25,19.03,45.17,Land,3.0,Recharge Shaft
22.25,78.5,18.01,46.11,Land,3.0,Recharge Shaft
22.25,78.75,19.79,43.8,Land,3.0,Recharge Shaft
22.25,79.0,18.97,44.13,Land,3.0,Recharge Shaft
22.25,79.25,18.43,44.03,Land,3.0,Recharge Shaft
22.25,79.5,15.47,40.7,Land,3.0,Recharge Shaft
22.25,79.75,15.61,39.84,Land,3.0,Recharge Shaft
22.25,80.0,16.52,42.41,Land,3.0,Recharge Shaft
22.25,80.25,16.93,44.93,Land,3.0,Recharge Shaft
22.25,80.5,19.07,44.57,Land,3.0,Recharge Shaft
22.25,80.75,16.8,46.53,Land,3.0,Recharge Shaft
22.25,81.0,16.33,45.17,Land,3.0,Recharge Shaft
22.25,81.25,15.77,43.53,Land,3.0,Recharge Shaft
22.25,81.5,15.93,39.6,Land,3.0,Recharge Shaft
22.25,81.75,19.97,39.6,Land,3.0,Recharge Shaft
22.25,82.0,15.78,41.82,Land,3.0,Recharge Shaft
22.25,82.25,16.62,41.86,Land,3.0,Recharge Shaft
22.25,82.5,17.85,44.9,Land,3.0,Recharge Shaft
22.25,82.75,18.08,48.69,Land,3.0,Recharge Shaft
22.25,83.0,19.1,44.48,Land,3.0,Recharge Shaft
22.25,83.25,18.79,45.46,Land,3.0,Recharge Shaft
22.25,83.75,23.28,37.47,Land,3.0,Recharge Shaft
22.25,84.0,23.83,37.11,Land,3.0,Recharge Shaft
22.25,84.25,23.6,37.0,Land,3.0,Recharge Shaft
22.25,84.5,26.45,38.85,Land,3.0,Recharge Shaft
22.25,84.75,26.77,35.52,Land,3.0,Recharge Shaft
22.25,85.0,32.43,38.25,Land,3.0,Recharge Shaft
22.25,85.25,31.75,37.55,Land,3.0,Recharge Shaft
22.25,85.5,34.73,37.47,Land,3.0,Recharge Shaft
22.25,85.75,36.4,39.13,Land,3.0,Recharge Shaft
22.25,86.5,41.42,33.6,Land,15.0,Recharge Trench
22.25,86.75,40.27,31.65,Land,15.0,Recharge Trench
22.25,87.0,38.63,28.37,Land,15.0,Recharge Trench
22.25,87.25,36.65,32.83,Land,15.0,Recharge Trench
22.25,87.5,16.67,39.83,Land,3.0,Recharge Shaft
22.25,87.75,12.83,35.89,Land,3.0,Recharge Shaft
22.25,88.0,7.24,39.33,Land,3.0,Recharge Shaft
22.25,88.25,6.69,39.49,Land,3.0,Recharge Shaft
22.25,88.5,7.47,38.42,Land,3.0,Recharge Shaft
22.25,88.75,7.9,37.73,Land,3.0,Recharge Shaft
22.25,89.0,9.23,40.1,Land,3.0,Recharge Shaft
22.25,92.5,37.84,31.24,Land,15.0,Recharge Trench
22.25,92.75,35.7,28.58,Land,15.0,Recharge Trench
22.25,93.0,36.78,28.43,Land,15.0,Recharge Trench
22.5,68.75,0.0,0.0,Water Body,0.0,None
22.5,69.5,0.0,0.0,Water Body,0.0,None
22.5,69.75,41.07,28.5,Land,15.0,Recharge Trench
22.5,70.0,36.85,28.67,Land,15.0,Recharge Trench
22.5,70.5,49.17,22.5,Land,15.0,Recharge Trench
